,date,account_value
677,2023-06-19,101131028.97553003
678,2023-06-20,101539763.35553004
679,2023-06-21,102159727.67553005
680,2023-06-22,102426944.99553004
681,2023-06-23,102520483.85553004
682,2023-06-26,102819554.25553003
683,2023-06-27,103288425.73553005
684,2023-06-28,103442940.49553004
685,2023-06-29,102346393.71553004
686,2023-06-30,101333104.69553003
687,2023-07-03,101585639.45553005
688,2023-07-04,102142387.09553003
689,2023-07-05,102524240.87553003
690,2023-07-06,102296457.33553004
691,2023-07-07,103203214.97553004
692,2023-07-10,104446659.35553004
693,2023-07-11,104923123.73553005
694,2023-07-12,105082096.39553005
695,2023-07-13,106701098.89553005
696,2023-07-14,106752439.51553003
697,2023-07-17,106820788.45553003
698,2023-07-18,106740165.81553005
699,2023-07-19,106933059.51553003
700,2023-07-20,106267516.15553004
701,2023-07-21,107725797.15553004
702,2023-07-24,107707257.01553003
703,2023-07-25,108175614.81553003
704,2023-07-26,108690552.23553005
705,2023-07-27,108382227.93553004
706,2023-07-28,109517072.59553003
707,2023-07-31,111366988.69553004
708,2023-08-01,111978569.69553004
709,2023-08-02,111515182.47553004
710,2023-08-03,111050775.29553004
711,2023-08-04,112836681.97553004
712,2023-08-07,114883855.73553005
713,2023-08-08,116120546.03553005
714,2023-08-09,115257940.95553003
715,2023-08-10,113825690.53553005
716,2023-08-11,116510681.75553004
717,2023-08-14,115859305.91553004
718,2023-08-15,114844253.57553004
719,2023-08-16,116407031.59553003
720,2023-08-17,115479884.63553004
721,2023-08-18,111009995.33553004
722,2023-08-21,111175638.97553004
723,2023-08-22,110564561.65553004
724,2023-08-23,110270662.81553003
725,2023-08-24,111594501.11553004
726,2023-08-25,110610867.65553004
727,2023-08-28,112243994.55553004
728,2023-08-29,112030443.03553003
729,2023-08-30,111902296.45553005
730,2023-08-31,112572133.37553003
731,2023-09-05,113214213.33553004
732,2023-09-06,114267724.33553004
733,2023-09-07,113769570.63553004
734,2023-09-08,112907034.81553003
735,2023-09-11,111422296.09553003
736,2023-09-12,113581346.81553003
737,2023-09-13,113346405.25553003
738,2023-09-14,111636575.21553004
739,2023-09-15,112090131.21553004
740,2023-09-18,110980055.55553004
741,2023-09-19,111002594.55553004
742,2023-09-20,111702262.45553003
743,2023-09-21,109824591.53553005
744,2023-09-22,108453042.63553004
745,2023-09-25,104031703.73553005
746,2023-09-26,103891799.93553004
747,2023-09-27,105690677.57553004
748,2023-09-28,106421191.91553004
749,2023-09-29,106292465.57553004
750,2023-10-02,106015950.69553004
751,2023-10-03,102312502.37553003
752,2023-10-04,102893279.11553004
753,2023-10-05,101303870.89553005
754,2023-10-06,101965799.05553004
755,2023-10-09,102757405.87553003
756,2023-10-10,102980243.23553003
757,2023-10-11,103649236.69553004
758,2023-10-12,103524662.77553004
759,2023-10-13,103244489.83553004
760,2023-10-16,102117544.63553004
761,2023-10-17,100859806.17553005
762,2023-10-18,99047820.53553003
763,2023-10-19,97382872.67553005
764,2023-10-20,99260641.51553003
765,2023-10-23,97330970.83553004
766,2023-10-24,98261341.69553003
767,2023-10-25,97996151.89553005
768,2023-10-26,92971766.33553004
769,2023-10-27,92796593.87553003
770,2023-10-30,92216493.67553005
771,2023-10-31,91899221.07553004
772,2023-11-01,93005975.53553003
773,2023-11-02,96163786.65553004
774,2023-11-03,96428042.21553004
775,2023-11-06,97115321.99553004
776,2023-11-07,96060951.89553003
777,2023-11-08,98401167.45553005
778,2023-11-09,98620702.09553003
779,2023-11-10,97228818.61553004
780,2023-11-13,97547887.61553004
781,2023-11-14,98021538.73553005
782,2023-11-15,99973381.95553005
783,2023-11-16,100100200.83553004
784,2023-11-17,97095506.55553004
785,2023-11-20,97257173.27553004
786,2023-11-21,97951814.21553004
787,2023-11-22,98010571.37553003
788,2023-11-23,95614811.95553005
789,2023-11-24,95867781.27553004
790,2023-11-27,95293141.11553004
791,2023-11-28,95819901.03553003
792,2023-11-29,96576590.81553003
793,2023-11-30,94916911.49553004
794,2023-12-01,95957466.89553003
795,2023-12-04,97559420.89553005
796,2023-12-05,96977749.49553004
797,2023-12-06,97731983.09553003
798,2023-12-07,97449019.79553004
799,2023-12-08,98204743.79553004
800,2023-12-11,98928778.49553004
801,2023-12-12,98743243.99553004
802,2023-12-13,97672801.79553004
803,2023-12-14,97460297.79553004
804,2023-12-15,95919211.19553003
805,2023-12-18,95141431.09553003
806,2023-12-19,95108794.49553004
807,2023-12-20,95722501.79553005
808,2023-12-21,95444284.99553004
809,2023-12-22,95153479.99553004
810,2023-12-25,97284199.39553005
811,2023-12-26,97590504.79553005
812,2023-12-27,97815929.29553005
813,2023-12-28,98219256.29553005
814,2023-12-29,97521429.79553005
815,2024-01-02,98348039.59553003
816,2024-01-03,99194658.89553005
817,2024-01-04,99848766.99553004
818,2024-01-05,100188161.09553003
819,2024-01-08,100080547.79553005
820,2024-01-09,99828017.89553005
821,2024-01-10,100187290.59553003
822,2024-01-11,100341534.19553004
823,2024-01-12,99356420.79553004
824,2024-01-15,99922632.89553005
