,date,account_value
610,2023-03-13,75718429.09239991
611,2023-03-14,74395381.96207991
612,2023-03-15,76995672.72616988
613,2023-03-16,75928353.0236549
614,2023-03-17,75733060.98498492
615,2023-03-20,74326901.7654649
616,2023-03-21,75067245.76841989
617,2023-03-22,74909842.9741399
618,2023-03-23,75581826.4683249
619,2023-03-24,75988030.2755249
620,2023-03-27,76760324.3030099
621,2023-03-28,76587264.08498491
622,2023-03-29,77130480.23394492
623,2023-03-30,77122105.2952549
624,2023-03-31,78206745.3522499
625,2023-04-03,80472180.55771491
626,2023-04-04,80441379.68812491
627,2023-04-05,80101740.68338491
628,2023-04-06,78741624.5433999
629,2023-04-07,79321772.04158491
630,2023-04-10,78727397.6499749
631,2023-04-11,79001912.2353349
632,2023-04-12,78062661.9195549
633,2023-04-13,77478497.11789991
634,2023-04-14,76685039.0167699
635,2023-04-17,76720079.63435492
636,2023-04-18,77205472.08859989
637,2023-04-19,76360260.76022492
638,2023-04-20,76229798.9270499
639,2023-04-21,76585699.5888199
640,2023-04-24,76426872.4836749
641,2023-04-25,75963374.4268249
642,2023-04-26,76473905.7719349
643,2023-04-27,75306833.8218999
644,2023-04-28,76555969.04247491
645,2023-05-04,75918151.2340249
646,2023-05-05,75363691.96008492
647,2023-05-08,76649987.1812249
648,2023-05-09,76607148.85228491
649,2023-05-10,76918346.1855449
650,2023-05-11,76715455.36694491
651,2023-05-12,78366222.7772849
652,2023-05-15,79111607.93757491
653,2023-05-16,78437181.5446649
654,2023-05-17,77723493.31827492
655,2023-05-18,78244520.98054992
656,2023-05-19,77920430.41122991
657,2023-05-22,77779456.94854991
658,2023-05-23,77719679.2576099
659,2023-05-24,77241840.3454999
660,2023-05-25,77004538.85747491
661,2023-05-26,76743243.3996249
662,2023-05-29,78223699.6439399
663,2023-05-30,77916538.3546249
664,2023-05-31,77335150.80743489
665,2023-06-01,77796073.60648991
666,2023-06-02,79031682.79323992
667,2023-06-05,79252358.03170992
668,2023-06-06,81153265.5176049
669,2023-06-07,81136345.2319649
670,2023-06-08,79883121.74211991
671,2023-06-09,80948636.50816989
672,2023-06-12,81941109.5815799
673,2023-06-13,82354177.09787491
674,2023-06-14,82100712.8012849
675,2023-06-15,82165387.64888492
676,2023-06-16,82549132.68412991
677,2023-06-19,82067496.38191992
678,2023-06-20,82510247.8554549
679,2023-06-21,83519806.6174949
680,2023-06-22,83849786.2524999
681,2023-06-23,84284555.3932999
682,2023-06-26,84362821.7237999
683,2023-06-27,85399013.7571999
684,2023-06-28,85868745.9483349
685,2023-06-29,84296144.1766149
686,2023-06-30,84147664.84119491
687,2023-07-03,84040724.7468099
688,2023-07-04,85082622.04938489
689,2023-07-05,84699417.2850549
690,2023-07-06,84594962.5562049
691,2023-07-07,84984256.7925349
692,2023-07-10,86876440.49498491
693,2023-07-11,87729961.1080049
694,2023-07-12,87867298.13043489
695,2023-07-13,88358612.08550991
696,2023-07-14,88730435.11361991
697,2023-07-17,89349992.8539399
698,2023-07-18,89014968.21301991
699,2023-07-19,88707766.6055949
700,2023-07-20,88348855.15599489
701,2023-07-21,89575114.0884849
702,2023-07-24,89522779.22773992
703,2023-07-25,89643460.6366899
704,2023-07-26,89756674.8217099
705,2023-07-27,90276721.8380299
706,2023-07-28,91179514.0946299
707,2023-07-31,92758261.6787249
708,2023-08-01,92654196.85324991
709,2023-08-02,92800971.41391489
710,2023-08-03,91764632.50645989
711,2023-08-04,94269534.4131999
712,2023-08-07,96350353.73345992
713,2023-08-08,96575559.73106492
714,2023-08-09,95357488.38300988
715,2023-08-10,95237935.83207992
716,2023-08-11,97209296.06674491
717,2023-08-14,98635451.43916492
718,2023-08-15,97065296.48986992
719,2023-08-16,99051878.8369849
720,2023-08-17,98957823.22096992
721,2023-08-18,94262733.9531099
722,2023-08-21,94472593.5830299
723,2023-08-22,95894738.14731489
724,2023-08-23,95722127.2965099
725,2023-08-24,97753583.57351992
726,2023-08-25,97517854.96741492
727,2023-08-28,99239193.5626149
728,2023-08-29,98633340.73743992
729,2023-08-30,99680387.6438549
730,2023-08-31,99805616.6298649
731,2023-09-05,100899273.1819149
732,2023-09-06,101618324.4819249
733,2023-09-07,100808402.37519988
734,2023-09-08,100340690.78135991
735,2023-09-11,99520044.63845989
736,2023-09-12,103047759.9731499
737,2023-09-13,102169468.62756991
738,2023-09-14,100838926.73655991
739,2023-09-15,100111973.51694992
740,2023-09-18,99724035.18172993
741,2023-09-19,99810129.9191949
742,2023-09-20,100688118.43994491
743,2023-09-21,98208943.2577699
744,2023-09-22,94697452.13609989
745,2023-09-25,90345372.27638489
746,2023-09-26,90173788.4381099
747,2023-09-27,92863301.4471049
748,2023-09-28,91567764.58255991
749,2023-09-29,91300687.46137989
750,2023-10-02,92060703.4254399
751,2023-10-03,88139933.5013899
752,2023-10-04,90504208.4637949
753,2023-10-05,89520463.42777991
754,2023-10-06,91541092.01469488
755,2023-10-09,91696686.28838491
756,2023-10-10,91517314.65210491
757,2023-10-11,93124180.39673992
758,2023-10-12,93206827.98952492
759,2023-10-13,93114118.43499492
760,2023-10-16,90699854.4141549
761,2023-10-17,89473883.0485649
762,2023-10-18,88813428.31718491
763,2023-10-19,86257980.07444991
764,2023-10-20,88262236.2861949
765,2023-10-23,86714463.94448991
766,2023-10-24,87321526.4308099
767,2023-10-25,86949252.33846492
768,2023-10-26,82464192.08739491
769,2023-10-27,83809006.73157491
770,2023-10-30,81218711.40251991
771,2023-10-31,79280107.2841649
772,2023-11-01,81663060.9209749
773,2023-11-02,84678239.3514149
774,2023-11-03,84201630.4289699
775,2023-11-06,85291026.08683991
776,2023-11-07,84443011.3380549
777,2023-11-08,87602314.7667299
778,2023-11-09,88610264.38188489
779,2023-11-10,87823671.3125449
780,2023-11-13,88367814.7189299
781,2023-11-14,89010521.4828399
782,2023-11-15,90007083.03955989
783,2023-11-16,90208743.55021991
784,2023-11-17,88056534.99664491
785,2023-11-20,88804682.58188991
786,2023-11-21,89124773.6876399
787,2023-11-22,89330397.0136199
788,2023-11-23,86393432.0445049
789,2023-11-24,87543634.2955249
790,2023-11-27,86364960.95165491
791,2023-11-28,87313769.46125491
792,2023-11-29,87615171.0150149
793,2023-11-30,86603065.71551491
794,2023-12-01,87846415.9160449
795,2023-12-04,90182285.7138549
796,2023-12-05,89544344.6457999
797,2023-12-06,90105750.71954492
798,2023-12-07,89395976.65119989
799,2023-12-08,89347469.1105249
800,2023-12-11,90042598.49410492
801,2023-12-12,89960684.7990099
802,2023-12-13,88613692.12611991
803,2023-12-14,88578400.2628149
804,2023-12-15,88165068.3083249
805,2023-12-18,87379517.0838749
806,2023-12-19,88102217.47506991
807,2023-12-20,88657168.7339399
808,2023-12-21,88437775.5085999
809,2023-12-22,88535615.29923491
810,2023-12-25,89112805.25150491
811,2023-12-26,89482620.98452991
812,2023-12-27,89524170.18971491
813,2023-12-28,90441231.23516989
814,2023-12-29,90031419.95184991
